pizza_name_id,pizza_name,pizza_ingredients,Items_Qty_In_Grams,predicted_quantity,total_ingredient_qty
southw_ckn_l,The Southwest Chicken Pizza,Jalapeno Peppers,15.0,106,1590.0
southw_ckn_l,The Southwest Chicken Pizza,Corn,100.0,106,10600.0
southw_ckn_l,The Southwest Chicken Pizza,Cilantro,15.0,106,1590.0
southw_ckn_l,The Southwest Chicken Pizza,Chipotle Sauce,30.0,106,3180.0
southw_ckn_m,The Southwest Chicken Pizza,Chicken,100.0,58,5800.0
southw_ckn_m,The Southwest Chicken Pizza,Tomatoes,20.0,58,1160.0
southw_ckn_m,The Southwest Chicken Pizza,Red Peppers,10.0,58,580.0
southw_ckn_m,The Southwest Chicken Pizza,Red Onions,40.0,58,2320.0
southw_ckn_m,The Southwest Chicken Pizza,Jalapeno Peppers,10.0,58,580.0
southw_ckn_m,The Southwest Chicken Pizza,Corn,70.0,58,4060.0
southw_ckn_m,The Southwest Chicken Pizza,Cilantro,10.0,58,580.0
southw_ckn_m,The Southwest Chicken Pizza,Chipotle Sauce,20.0,58,1160.0
southw_ckn_s,The Southwest Chicken Pizza,Chicken,50.0,40,2000.0
southw_ckn_s,The Southwest Chicken Pizza,Tomatoes,10.0,40,400.0
southw_ckn_s,The Southwest Chicken Pizza,Red Peppers,5.0,40,200.0
southw_ckn_s,The Southwest Chicken Pizza,Red Onions,20.0,40,800.0
southw_ckn_s,The Southwest Chicken Pizza,Jalapeno Peppers,5.0,40,200.0
southw_ckn_s,The Southwest Chicken Pizza,Corn,30.0,40,1200.0
southw_ckn_s,The Southwest Chicken Pizza,Cilantro,5.0,40,200.0
southw_ckn_s,The Southwest Chicken Pizza,Chipotle Sauce,10.0,40,400.0
spicy_ital_l,The Spicy Italian Pizza,Capocollo,150.0,120,18000.0
spicy_ital_l,The Spicy Italian Pizza,Tomatoes,30.0,120,3600.0
spicy_ital_l,The Spicy Italian Pizza,Goat Cheese,60.0,120,7200.0
spicy_ital_l,The Spicy Italian Pizza,Artichokes,20.0,120,2400.0
spicy_ital_l,The Spicy Italian Pizza,Peperoncini verdi,15.0,120,1800.0
spicy_ital_l,The Spicy Italian Pizza,Garlic,15.0,120,1800.0
spicy_ital_m,The Spicy Italian Pizza,Capocollo,100.0,40,4000.0
spicy_ital_m,The Spicy Italian Pizza,Tomatoes,20.0,40,800.0
spicy_ital_m,The Spicy Italian Pizza,Goat Cheese,40.0,40,1600.0
spicy_ital_m,The Spicy Italian Pizza,Artichokes,15.0,40,600.0
spicy_ital_m,The Spicy Italian Pizza,Peperoncini verdi,10.0,40,400.0
spicy_ital_m,The Spicy Italian Pizza,Garlic,10.0,40,400.0
spicy_ital_s,The Spicy Italian Pizza,Capocollo,50.0,28,1400.0
spicy_ital_s,The Spicy Italian Pizza,Tomatoes,10.0,28,280.0
spicy_ital_s,The Spicy Italian Pizza,Goat Cheese,20.0,28,560.0
spicy_ital_s,The Spicy Italian Pizza,Artichokes,10.0,28,280.0
spicy_ital_s,The Spicy Italian Pizza,Peperoncini verdi,5.0,28,140.0
spicy_ital_s,The Spicy Italian Pizza,Garlic,5.0,28,140.0
spin_pesto_l,The Spinach Pesto Pizza,Spinach,45.0,23,1035.0
spin_pesto_l,The Spinach Pesto Pizza,Artichokes,20.0,23,460.0
spin_pesto_l,The Spinach Pesto Pizza,Tomatoes,30.0,23,690.0
spin_pesto_l,The Spinach Pesto Pizza,Sun-dried Tomatoes,15.0,23,345.0
spin_pesto_l,The Spinach Pesto Pizza,Garlic,15.0,23,345.0
spin_pesto_l,The Spinach Pesto Pizza,Pesto Sauce,30.0,23,690.0
spin_pesto_m,The Spinach Pesto Pizza,Spinach,30.0,21,630.0
spin_pesto_m,The Spinach Pesto Pizza,Artichokes,15.0,21,315.0
spin_pesto_m,The Spinach Pesto Pizza,Tomatoes,20.0,21,420.0
spin_pesto_m,The Spinach Pesto Pizza,Sun-dried Tomatoes,10.0,21,210.0
spin_pesto_m,The Spinach Pesto Pizza,Garlic,10.0,21,210.0
spin_pesto_m,The Spinach Pesto Pizza,Pesto Sauce,20.0,21,420.0
spin_pesto_s,The Spinach Pesto Pizza,Spinach,15.0,19,285.0
spin_pesto_s,The Spinach Pesto Pizza,Artichokes,10.0,19,190.0
spin_pesto_s,The Spinach Pesto Pizza,Tomatoes,10.0,19,190.0
spin_pesto_s,The Spinach Pesto Pizza,Sun-dried Tomatoes,5.0,19,95.0
spin_pesto_s,The Spinach Pesto Pizza,Garlic,5.0,19,95.0
spin_pesto_s,The Spinach Pesto Pizza,Pesto Sauce,10.0,19,190.0
spinach_fet_l,The Spinach and Feta Pizza,Spinach,45.0,34,1530.0
spinach_fet_l,The Spinach and Feta Pizza,Mushrooms,60.0,34,2040.0
spinach_fet_l,The Spinach and Feta Pizza,Red Onions,60.0,34,2040.0
spinach_fet_l,The Spinach and Feta Pizza,Feta Cheese,40.0,34,1360.0
spinach_fet_l,The Spinach and Feta Pizza,Garlic,15.0,34,510.0
spinach_fet_m,The Spinach and Feta Pizza,Spinach,30.0,46,1380.0
spinach_fet_m,The Spinach and Feta Pizza,Mushrooms,40.0,46,1840.0
spinach_fet_m,The Spinach and Feta Pizza,Red Onions,40.0,46,1840.0
spinach_fet_m,The Spinach and Feta Pizza,Feta Cheese,20.0,46,920.0
spinach_fet_m,The Spinach and Feta Pizza,Garlic,10.0,46,460.0
spinach_fet_s,The Spinach and Feta Pizza,Spinach,15.0,29,435.0
spinach_fet_s,The Spinach and Feta Pizza,Mushrooms,20.0,29,580.0
spinach_fet_s,The Spinach and Feta Pizza,Red Onions,20.0,29,580.0
spinach_fet_s,The Spinach and Feta Pizza,Feta Cheese,10.0,29,290.0
spinach_fet_s,The Spinach and Feta Pizza,Garlic,5.0,29,145.0
spinach_supr_l,The Spinach Supreme Pizza,Spinach,45.0,31,1395.0
spinach_supr_l,The Spinach Supreme Pizza,Red Onions,60.0,31,1860.0
spinach_supr_l,The Spinach Supreme Pizza,Pepperoni,60.0,31,1860.0
spinach_supr_l,The Spinach Supreme Pizza,Tomatoes,30.0,31,930.0
spinach_supr_l,The Spinach Supreme Pizza,Artichokes,20.0,31,620.0
spinach_supr_l,The Spinach Supreme Pizza,Kalamata Olives,15.0,31,465.0
spinach_supr_l,The Spinach Supreme Pizza,Garlic,15.0,31,465.0
spinach_supr_l,The Spinach Supreme Pizza,Asiago Cheese,30.0,31,930.0
spinach_supr_m,The Spinach Supreme Pizza,Spinach,30.0,26,780.0
spinach_supr_m,The Spinach Supreme Pizza,Red Onions,40.0,26,1040.0
spinach_supr_m,The Spinach Supreme Pizza,Pepperoni,40.0,26,1040.0
spinach_supr_m,The Spinach Supreme Pizza,Tomatoes,20.0,26,520.0
spinach_supr_m,The Spinach Supreme Pizza,Artichokes,15.0,26,390.0
spinach_supr_m,The Spinach Supreme Pizza,Kalamata Olives,10.0,26,260.0
spinach_supr_m,The Spinach Supreme Pizza,Garlic,10.0,26,260.0
spinach_supr_m,The Spinach Supreme Pizza,Asiago Cheese,20.0,26,520.0
spinach_supr_s,The Spinach Supreme Pizza,Spinach,15.0,30,450.0
spinach_supr_s,The Spinach Supreme Pizza,Red Onions,20.0,30,600.0
spinach_supr_s,The Spinach Supreme Pizza,Pepperoni,20.0,30,600.0
spinach_supr_s,The Spinach Supreme Pizza,Tomatoes,10.0,30,300.0
spinach_supr_s,The Spinach Supreme Pizza,Artichokes,10.0,30,300.0
spinach_supr_s,The Spinach Supreme Pizza,Kalamata Olives,5.0,30,150.0
spinach_supr_s,The Spinach Supreme Pizza,Garlic,5.0,30,150.0
spinach_supr_s,The Spinach Supreme Pizza,Asiago Cheese,10.0,30,300.0
thai_ckn_l,The Thai Chicken Pizza,Chicken,150.0,111,16650.0
thai_ckn_l,The Thai Chicken Pizza,Pineapple,45.0,111,4995.0
thai_ckn_l,The Thai Chicken Pizza,Tomatoes,30.0,111,3330.0
thai_ckn_l,The Thai Chicken Pizza,Red Peppers,15.0,111,1665.0
thai_ckn_l,The Thai Chicken Pizza,Thai Sweet Chilli Sauce,30.0,111,3330.0
thai_ckn_m,The Thai Chicken Pizza,Chicken,100.0,36,3600.0
thai_ckn_m,The Thai Chicken Pizza,Pineapple,30.0,36,1080.0
thai_ckn_m,The Thai Chicken Pizza,Tomatoes,20.0,36,720.0
thai_ckn_m,The Thai Chicken Pizza,Red Peppers,10.0,36,360.0
thai_ckn_m,The Thai Chicken Pizza,Thai Sweet Chilli Sauce,20.0,36,720.0
thai_ckn_s,The Thai Chicken Pizza,Chicken,50.0,35,1750.0
thai_ckn_s,The Thai Chicken Pizza,Pineapple,15.0,35,525.0
thai_ckn_s,The Thai Chicken Pizza,Tomatoes,10.0,35,350.0
thai_ckn_s,The Thai Chicken Pizza,Red Peppers,5.0,35,175.0
thai_ckn_s,The Thai Chicken Pizza,Thai Sweet Chilli Sauce,10.0,35,350.0
the_greek_l,The Greek Pizza,Kalamata Olives,15.0,31,465.0
the_greek_l,The Greek Pizza,Feta Cheese,40.0,31,1240.0
the_greek_l,The Greek Pizza,Tomatoes,30.0,31,930.0
the_greek_l,The Greek Pizza,Garlic,15.0,31,465.0
the_greek_l,The Greek Pizza,Beef Chuck Roast,100.0,31,3100.0
the_greek_l,The Greek Pizza,Red Onions,60.0,31,1860.0
the_greek_m,The Greek Pizza,Kalamata Olives,10.0,18,180.0
the_greek_m,The Greek Pizza,Feta Cheese,20.0,18,360.0
the_greek_m,The Greek Pizza,Tomatoes,20.0,18,360.0
the_greek_m,The Greek Pizza,Garlic,10.0,18,180.0
the_greek_m,The Greek Pizza,Beef Chuck Roast,70.0,18,1260.0
the_greek_m,The Greek Pizza,Red Onions,40.0,18,720.0
the_greek_s,The Greek Pizza,Kalamata Olives,5.0,25,125.0
the_greek_s,The Greek Pizza,Feta Cheese,10.0,25,250.0
the_greek_s,The Greek Pizza,Tomatoes,10.0,25,250.0
the_greek_s,The Greek Pizza,Garlic,5.0,25,125.0
the_greek_s,The Greek Pizza,Beef Chuck Roast,50.0,25,1250.0
the_greek_s,The Greek Pizza,Red Onions,20.0,25,500.0
the_greek_xl,The Greek Pizza,Kalamata Olives,20.0,53,1060.0
the_greek_xl,The Greek Pizza,Feta Cheese,60.0,53,3180.0
the_greek_xl,The Greek Pizza,Tomatoes,40.0,53,2120.0
the_greek_xl,The Greek Pizza,Garlic,20.0,53,1060.0
the_greek_xl,The Greek Pizza,Beef Chuck Roast,150.0,53,7950.0
the_greek_xl,The Greek Pizza,Red Onions,80.0,53,4240.0
the_greek_xxl,The Greek Pizza,Kalamata Olives,25.0,7,175.0
the_greek_xxl,The Greek Pizza,Feta Cheese,80.0,7,560.0
the_greek_xxl,The Greek Pizza,Tomatoes,50.0,7,350.0
the_greek_xxl,The Greek Pizza,Garlic,25.0,7,175.0
the_greek_xxl,The Greek Pizza,Beef Chuck Roast,200.0,7,1400.0
the_greek_xxl,The Greek Pizza,Red Onions,100.0,7,700.0
veggie_veg_l,The Vegetables + Vegetables Pizza,Mushrooms,60.0,37,2220.0
veggie_veg_l,The Vegetables + Vegetables Pizza,Tomatoes,30.0,37,1110.0
veggie_veg_l,The Vegetables + Vegetables Pizza,Red Peppers,15.0,37,555.0
veggie_veg_l,The Vegetables + Vegetables Pizza,Green Peppers,20.0,37,740.0
veggie_veg_l,The Vegetables + Vegetables Pizza,Red Onions,60.0,37,2220.0
veggie_veg_l,The Vegetables + Vegetables Pizza,Zucchini,30.0,37,1110.0
veggie_veg_l,The Vegetables + Vegetables Pizza,Spinach,45.0,37,1665.0
veggie_veg_l,The Vegetables + Vegetables Pizza,Garlic,15.0,37,555.0
veggie_veg_m,The Vegetables + Vegetables Pizza,Mushrooms,40.0,54,2160.0
veggie_veg_m,The Vegetables + Vegetables Pizza,Tomatoes,20.0,54,1080.0
veggie_veg_m,The Vegetables + Vegetables Pizza,Red Peppers,10.0,54,540.0
veggie_veg_m,The Vegetables + Vegetables Pizza,Green Peppers,15.0,54,810.0
veggie_veg_m,The Vegetables + Vegetables Pizza,Red Onions,40.0,54,2160.0
veggie_veg_m,The Vegetables + Vegetables Pizza,Zucchini,20.0,54,1080.0
veggie_veg_m,The Vegetables + Vegetables Pizza,Spinach,30.0,54,1620.0
veggie_veg_m,The Vegetables + Vegetables Pizza,Garlic,10.0,54,540.0
veggie_veg_s,The Vegetables + Vegetables Pizza,Mushrooms,20.0,33,660.0
veggie_veg_s,The Vegetables + Vegetables Pizza,Tomatoes,10.0,33,330.0
veggie_veg_s,The Vegetables + Vegetables Pizza,Red Peppers,5.0,33,165.0
veggie_veg_s,The Vegetables + Vegetables Pizza,Green Peppers,20.0,33,660.0
veggie_veg_s,The Vegetables + Vegetables Pizza,Red Onions,20.0,33,660.0
veggie_veg_s,The Vegetables + Vegetables Pizza,Zucchini,10.0,33,330.0
veggie_veg_s,The Vegetables + Vegetables Pizza,Spinach,15.0,33,495.0
veggie_veg_s,The Vegetables + Vegetables Pizza,Garlic,5.0,33,165.0
